service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
CIN_05681061400,1,1,1,1,1,0,0,20251006,20261231
CIN_05681061528,1,1,1,1,1,0,0,20251006,20261231
CIN_05681070739,1,1,1,1,1,0,0,20251006,20261231
CIN_05760010805,0,0,0,0,0,1,1,20220409,20261231
CIN_05760010905,0,0,0,0,0,1,1,20220409,20261231
CIN_05760011005,0,0,0,0,0,1,1,20220409,20261231
CIN_05760011105,0,0,0,0,0,1,1,20220409,20261231
CIN_05760011205,0,0,0,0,0,1,1,20220409,20261231
CIN_05760011530,0,0,0,0,0,1,1,20220409,20261231
CIN_05760011630,0,0,0,0,0,1,1,20220409,20261231
CIN_05760011730,0,0,0,0,0,1,1,20220409,20261231
CIN_05761010835,0,0,0,0,0,1,1,20220409,20261231
CIN_05761010935,0,0,0,0,0,1,1,20220409,20261231
CIN_05761011035,0,0,0,0,0,1,1,20220409,20261231
CIN_05761011135,0,0,0,0,0,1,1,20220409,20261231
CIN_05761011235,0,0,0,0,0,1,1,20220409,20261231
CIN_05761011600,0,0,0,0,0,1,1,20220409,20261231
CIN_05761011700,0,0,0,0,0,1,1,20220409,20261231
CIN_05761011800,0,0,0,0,0,1,1,20220409,20261231
CIN_05800060020,1,1,1,1,1,0,0,20250428,20261231
CIN_05800060050,0,0,0,0,0,1,1,20250428,20261231
CIN_05800060250,0,0,0,0,0,1,1,20250428,20261231
CIN_05800060255,1,1,1,1,1,0,0,20250428,20261231
CIN_05800060420,0,0,0,0,0,1,1,20250428,20261231
CIN_05800070045,0,0,0,0,0,1,1,20220601,20261231
CIN_05811042332,1,1,1,1,0,0,0,20250428,20261231
CIN_05811050125,0,0,0,0,0,1,1,20250428,20261231
CIN_05811050133,1,1,1,1,1,0,0,20250428,20261231
CIN_05811050208,0,0,0,0,0,1,1,20250428,20261231
CIN_05811052325,0,0,0,0,1,1,0,20250428,20261231
CIN_05811060408,1,1,1,1,1,0,0,20220601,20261231
CIN_05811060409,0,0,0,0,0,1,1,20220601,20261231
CIN_05880010914,1,1,1,1,1,0,0,20221002,20261231
CIN_05880011333,1,1,1,1,1,0,0,20221002,20261231
CIN_05880011644,1,1,1,1,1,0,0,20221002,20261231
CIN_05881010930,1,1,1,1,1,0,0,20221002,20261231
CIN_05881011349,1,1,1,1,1,0,0,20221002,20261231
CIN_05881011700,1,1,1,1,1,0,0,20221002,20261231
CIN_05970010550,1,1,1,1,1,0,0,20230502,20261231
CIN_05970020632,1,1,1,1,1,0,0,20230502,20261231
CIN_05970020735,1,1,1,1,1,0,0,20180101,20261231
CIN_05970020903,1,1,1,1,1,0,0,20180101,20261231
CIN_05970020956,0,0,0,0,0,1,1,20200701,20261231
CIN_05970021003,1,1,1,1,1,0,0,20180101,20261231
CIN_05970021103,1,1,1,1,1,0,0,20180101,20261231
CIN_05970021156,0,0,0,0,0,1,1,20200701,20261231
CIN_05970021203,1,1,1,1,1,0,0,20180101,20261231
CIN_05970021303,1,1,1,1,1,0,0,20180101,20261231
CIN_05970021356,1,1,1,1,1,0,0,20230502,20261231
CIN_05970021556,1,1,1,1,1,0,0,20230502,20261231
CIN_05970021656,1,1,1,1,1,0,0,20230502,20261231
CIN_05970021756,1,1,1,1,1,0,0,20230502,20261231
CIN_05970021856,1,1,1,1,1,0,0,20230502,20261231
CIN_05970021857,0,0,0,0,0,1,1,20230502,20261231
CIN_05970021956,1,1,1,1,1,0,0,20230502,20261231
CIN_05970030819,1,1,1,1,1,0,0,20230502,20261231
CIN_05970030838,1,1,1,1,1,0,0,20180101,20261231
CIN_05970030856,0,0,0,0,0,1,1,20200701,20261231
CIN_05970030933,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031033,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031056,0,0,0,0,0,1,1,20200701,20261231
CIN_05970031133,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031233,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031333,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031426,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031456,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031526,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031626,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031726,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031756,0,0,0,0,0,1,1,20200701,20261231
CIN_05970031826,1,1,1,1,1,0,0,20230502,20261231
CIN_05970031926,1,1,1,1,1,0,0,20230502,20261231
CIN_05970032026,1,1,1,1,1,0,0,20230502,20261231
CIN_05970032056,1,1,1,1,1,0,0,20230502,20261231
CIN_05970032128,1,1,1,1,1,0,0,20180101,20261231
CIN_05970032200,1,1,1,1,1,0,0,20180101,20261231
CIN_05970050819,0,0,0,0,0,1,1,20200701,20261231
CIN_05970051719,0,0,0,0,0,1,1,20200701,20261231
CIN_05970071956,0,0,0,0,0,1,1,20230502,20261231
CIN_05970072230,1,1,1,1,1,0,0,20230502,20261231
CIN_05970150602,1,1,1,1,1,0,0,20230502,20261231
CIN_05970150617,1,1,1,1,1,0,0,20230502,20261231
CIN_05970150647,1,1,1,1,1,0,0,20230502,20261231
CIN_05970150702,1,1,1,1,1,0,0,20230502,20261231
CIN_05970150716,1,1,1,1,1,0,0,20230502,20261231
CIN_05970150802,1,1,1,1,1,0,0,20230502,20261231
CIN_05980050735,1,1,1,1,1,0,0,20200511,20261231
CIN_05980060800,1,1,1,1,1,0,0,20200511,20261231
CIN_05980070833,1,1,1,1,1,0,0,20200511,20261231
CIN_05980070950,1,1,1,1,1,0,0,20200511,20261231
CIN_05980071030,1,1,1,1,1,0,0,20200511,20261231
CIN_05980071110,1,1,1,1,1,0,0,20200511,20261231
CIN_05980071150,1,1,1,1,1,0,0,20200511,20261231
CIN_05980071225,1,1,1,1,1,0,0,20200511,20261231
CIN_05980071300,1,1,1,1,1,0,0,20200511,20261231
CIN_05980071430,1,1,1,1,1,0,0,20200914,20261231
CIN_05980071550,1,1,1,1,1,0,0,20200511,20261231
CIN_05980071710,1,1,1,1,1,0,0,20200511,20261231
CIN_05980071750,1,1,1,1,1,0,0,20200511,20261231
CIN_05980080910,1,1,1,1,1,0,0,20200511,20261231
CIN_05980081510,1,1,1,1,1,0,0,20200511,20261231
CIN_05980081630,1,1,1,1,1,0,0,20200511,20261231
CIN_05980081830,1,1,1,1,1,0,0,20200511,20261231
COS_06010060540,1,1,1,1,1,0,0,20250505,20261231
COS_06010060635,1,1,1,1,1,0,0,20250505,20261231
COS_06010060636,0,0,0,0,0,1,1,20250505,20261231
COS_06010060650,1,1,1,1,1,0,0,20250505,20261231
COS_06010060720,1,1,1,1,1,0,0,20250505,20261231
COS_06010061310,1,1,1,1,1,0,0,20250505,20261231
COS_06010061340,0,0,0,0,0,1,1,20250505,20261231
COS_06010061410,1,1,1,1,1,0,0,20250505,20261231
COS_06010070800,1,1,1,1,1,0,0,20250505,20261231
COS_06010070855,0,0,0,0,0,1,1,20250505,20261231
COS_06010070905,1,1,1,1,1,0,0,20250505,20261231
COS_06010071015,1,1,1,1,1,0,0,20250505,20261231
COS_06010071110,0,0,0,0,0,1,1,20250505,20261231
COS_06010071125,1,1,1,1,1,0,0,20250505,20261231
COS_06010071240,1,1,1,1,1,0,0,20250505,20261231
COS_06010071350,1,1,1,1,1,0,0,20250505,20261231
COS_06010071455,1,1,1,1,1,0,0,20250505,20261231
COS_06010071540,1,1,1,1,1,0,0,20250505,20261231
COS_06010071600,0,0,0,0,0,1,1,20250505,20261231
COS_06010071610,1,1,1,1,1,0,0,20250505,20261231
COS_06010071640,1,1,1,1,1,0,0,20250505,20261231
COS_06010071710,1,1,1,1,1,0,0,20250505,20261231
COS_06010071755,1,1,1,1,1,0,0,20250505,20261231
COS_06010071810,0,0,0,0,0,1,1,20250505,20261231
COS_06010071825,1,1,1,1,1,0,0,20250505,20261231
COS_06010071930,1,1,1,1,1,0,0,20250505,20261231
COS_06010072030,0,0,0,0,0,1,1,20250505,20261231
COS_06010072040,1,1,1,1,1,0,0,20250505,20261231
COS_06011010650,1,1,1,1,1,0,0,20250505,20261231
COS_06011010745,0,0,0,0,0,1,1,20250505,20261231
COS_06011010755,1,1,1,1,1,0,0,20250505,20261231
COS_06011010810,1,1,1,1,1,0,0,20250505,20261231
COS_06011010835,1,1,1,1,1,0,0,20250505,20261231
COS_06011010905,1,1,1,1,1,0,0,20250505,20261231
COS_06011011000,0,0,0,0,0,1,1,20250505,20261231
COS_06011011015,1,1,1,1,1,0,0,20250505,20261231
COS_06011011130,1,1,1,1,1,0,0,20250505,20261231
COS_06011011210,0,0,0,0,0,1,1,20250505,20261231
COS_06011011240,1,1,1,1,1,0,0,20250505,20261231
COS_06011011345,1,1,1,1,1,0,0,20250505,20261231
COS_06011011430,1,1,1,1,1,0,0,20250505,20261231
COS_06011011450,0,0,0,0,0,1,1,20250505,20261231
COS_06011011500,1,1,1,1,1,0,0,20250505,20261231
COS_06011011530,1,1,1,1,1,0,0,20250505,20261231
COS_06011011600,1,1,1,1,1,0,0,20250505,20261231
COS_06011011645,1,1,1,1,1,0,0,20250505,20261231
COS_06011011700,0,0,0,0,0,1,1,20250505,20261231
COS_06011011715,1,1,1,1,1,0,0,20250505,20261231
COS_06011011750,1,1,1,1,1,0,0,20250505,20261231
COS_06011011820,1,1,1,1,1,0,0,20250505,20261231
COS_06011011900,1,1,1,1,1,0,0,20250505,20261231
COS_06011011920,0,0,0,0,0,1,1,20250505,20261231
COS_06011011930,1,1,1,1,1,0,0,20250505,20261231
COS_06011012040,1,1,1,1,1,0,0,20250505,20261231
COS_06011012130,0,0,0,0,0,1,1,20250505,20261231
COS_06011012140,1,1,1,1,1,0,0,20250505,20261231
COS_06020030935,1,1,1,1,1,0,0,20230401,20261231
COS_06020051345,1,1,1,1,1,1,1,20230904,20261231
COS_06020051645,1,1,1,1,1,0,0,20230904,20261231
COS_06020101000,1,1,1,1,1,1,1,20230401,20261231
COS_06021031535,1,1,1,1,1,0,0,20230904,20261231
COS_06021051435,1,1,1,1,1,1,1,20250428,20261231
COS_06021210745,1,1,1,1,1,1,1,20250428,20261231
COS_06021211135,1,1,1,1,1,0,0,20250428,20261231
COS_06030101015,1,1,1,1,0,1,0,20250621,20261231
COS_06030271820,1,1,1,1,1,1,1,20250621,20261231
COS_06030321315,1,1,1,1,0,1,1,20231101,20261231
COS_06030322045,1,1,1,1,1,1,1,20231101,20261231
COS_06030381015,0,0,0,0,1,0,0,20250621,20261231
COS_06030401315,0,0,0,0,1,0,0,20231101,20261231
COS_06031090623,1,1,1,1,0,1,1,20231101,20261231
COS_06031091648,1,1,1,1,1,1,0,20231101,20261231
COS_06031101423,1,1,1,1,0,1,1,20231101,20261231
COS_06031250918,1,1,1,1,0,1,1,20231101,20261231
COS_06031281648,0,0,0,0,0,0,1,20250428,20261231
COS_06031320623,0,0,0,0,1,0,0,20231101,20261231
COS_06031330918,0,0,0,0,1,0,0,20231101,20261231
COS_06031341423,0,0,0,0,1,0,0,20231101,20261231
COS_06040010300,0,0,0,0,1,0,0,20260101,20260328
COS_06040010345,1,0,0,0,0,1,1,20260101,20260328
COS_06040010501,1,0,0,0,0,0,0,20260201,20260328
COS_06040010600,0,0,0,0,0,1,0,20260101,20260328
COS_06040010800,0,0,0,0,0,0,1,20260201,20260328
COS_06040010815,1,0,0,0,0,0,0,20260101,20260328
COS_06040010830,0,0,0,0,1,0,0,20260101,20260328
COS_06040010930,0,0,0,0,1,0,1,20260101,20260328
COS_06040010931,0,0,0,1,0,0,0,20260319,20260328
COS_06040010945,0,0,0,0,0,1,0,20260101,20260328
COS_06040011145,0,1,0,0,0,1,0,20260101,20260328
COS_06040011245,0,0,0,0,0,1,1,20260201,20260328
COS_06040011300,1,0,0,0,1,0,0,20260101,20260328
COS_06040011315,0,0,1,0,0,0,0,20260201,20260328
COS_06040011345,0,1,0,0,0,0,0,20260201,20260328
COS_06040011515,0,0,0,0,0,1,0,20260101,20260328
COS_06040011615,0,0,0,0,0,1,0,20260201,20260328
COS_06040011630,0,0,0,0,1,0,0,20260201,20260328
COS_06040011631,0,1,0,0,0,0,0,20260317,20260328
COS_06040011645,0,0,1,0,0,0,0,20260304,20260328
COS_06040011715,0,0,0,0,1,0,0,20260201,20260328
COS_06040011716,0,0,0,0,0,0,1,20260101,20260328
COS_06040011746,1,0,1,0,0,0,0,20260101,20260328
COS_06040011815,1,0,0,0,0,0,0,20260101,20260328
COS_06041010130,1,0,0,0,0,1,0,20260201,20260328
COS_06041010830,1,0,0,0,0,0,0,20260201,20260328
COS_06041011100,1,0,0,0,0,0,0,20260101,20260328
COS_06041011145,0,0,0,0,1,0,1,20260101,20260328
COS_06041011200,0,0,0,0,0,1,0,20260101,20260328
COS_06041011230,1,0,0,0,0,0,0,20260101,20260328
COS_06041011345,0,0,0,0,0,1,0,20260101,20260328
COS_06041011445,0,1,0,0,0,0,0,20260101,20260328
COS_06041011530,0,0,0,0,0,1,1,20260201,20260328
COS_06041011531,0,0,0,0,1,0,0,20260101,20260328
COS_06041011600,0,0,1,0,0,0,0,20260201,20260328
COS_06041011630,1,0,0,0,0,0,0,20260101,20260328
COS_06041011700,0,1,0,0,0,0,0,20260201,20260328
COS_06041011745,0,0,0,1,0,0,0,20260319,20260328
COS_06041011830,0,0,0,0,0,1,0,20260101,20260328
COS_06041011930,0,0,0,0,1,1,1,20260101,20260328
COS_06041011931,0,1,0,0,0,0,0,20260317,20260328
COS_06041012000,0,0,1,0,0,0,0,20260304,20260328
COS_06041012015,0,0,0,0,0,0,1,20260201,20260328
COS_06041012030,0,0,0,0,1,0,0,20260101,20260328
COS_06041012100,1,0,1,0,0,0,0,20260101,20260328
COS_06041012130,1,0,0,0,0,0,0,20260101,20260328
COS_06041012200,1,0,0,0,0,1,0,20260101,20260328
COS_06041012300,0,0,0,0,0,0,1,20260201,20260328
COS_06041012315,0,0,0,0,1,1,0,20260201,20260328
COS_06041012330,1,0,0,0,0,0,0,20260101,20260328
COS_06120010820,0,1,0,0,1,0,0,20180101,20261231
COS_06121011100,0,1,0,0,1,0,0,20180101,20261231
COS_06130010625,0,0,0,0,0,1,0,20251027,20260330
COS_06130011000,0,0,0,0,1,0,0,20251027,20260330
COS_06130011030,0,0,0,0,0,0,1,20251027,20260330
COS_06130011315,0,0,0,0,0,1,0,20251027,20260330
COS_06130012125,1,0,0,0,0,0,0,20251027,20260330
COS_06131010700,0,0,0,0,0,1,0,20251027,20260330
COS_06131011145,0,0,0,0,1,0,1,20251027,20260330
COS_06131011315,0,0,0,0,0,0,1,20251027,20260330
COS_06131011400,0,0,0,0,0,1,0,20251027,20260330
COS_06131012200,1,0,0,0,0,0,0,20251027,20260330
COS_06170010700,1,1,1,1,1,0,0,20200318,20261231
COS_06170010730,1,1,1,1,1,1,1,20200928,20261231
COS_06170010830,1,1,1,1,1,0,0,20200928,20261231
COS_06170010915,1,1,1,1,1,0,0,20200928,20261231
COS_06170010930,0,0,0,0,0,1,1,20200928,20261231
COS_06170010945,1,1,1,1,1,0,0,20200928,20261231
COS_06170011045,1,1,1,1,1,0,0,20200928,20261231
COS_06170011130,1,1,1,1,1,1,1,20200928,20261231
COS_06170011230,0,0,0,0,0,1,1,20200928,20261231
COS_06170011245,1,1,1,1,1,0,0,20200928,20261231
COS_06170011315,1,1,1,1,1,0,0,20200318,20261231
COS_06170011330,0,0,0,0,0,1,1,20200318,20261231
COS_06170011445,1,1,1,1,1,0,0,20200928,20261231
COS_06170011530,1,1,1,1,1,1,1,20200928,20261231
COS_06170011645,1,1,1,1,1,0,0,20200928,20261231
COS_06170011730,1,1,1,1,1,1,1,20200928,20261231
COS_06170011830,0,0,0,0,0,1,1,20200928,20261231
COS_06170011900,1,1,1,1,1,0,0,20200928,20261231
COS_06170011945,1,1,1,1,1,0,0,20200928,20261231
COS_06170012030,0,0,0,0,0,1,1,20200701,20261231
COS_06170012115,1,1,1,1,1,0,0,20200914,20261231
COS_06170012130,0,0,0,0,0,1,1,20200701,20261231
COS_06170012245,1,1,1,1,1,0,0,20200928,20261231
COS_06171010645,1,1,1,1,1,0,0,20200928,20261231
COS_06171010745,1,1,1,1,1,0,0,20200914,20261231
COS_06171010815,1,1,1,1,1,0,0,20200928,20261231
COS_06171010830,0,0,0,0,0,1,1,20200928,20261231
COS_06171010930,1,1,1,1,1,0,0,20200928,20261231
COS_06171011015,1,1,1,1,1,0,0,20200928,20261231
COS_06171011030,0,0,0,0,0,1,1,20200928,20261231
COS_06171011045,1,1,1,1,1,0,0,20200928,20261231
COS_06171011145,1,1,1,1,1,0,0,20200928,20261231
COS_06171011230,1,1,1,1,1,1,1,20200928,20261231
COS_06171011330,0,0,0,0,0,1,1,20200928,20261231
COS_06171011345,1,1,1,1,1,0,0,20200928,20261231
COS_06171011415,1,1,1,1,1,0,0,20200928,20261231
COS_06171011430,0,0,0,0,0,1,1,20200928,20261231
COS_06171011600,1,1,1,1,1,0,0,20200928,20261231
COS_06171011630,0,0,0,0,0,1,1,20200928,20261231
COS_06171011645,1,1,1,1,1,0,0,20200928,20261231
COS_06171011745,1,1,1,1,1,0,0,20200928,20261231
COS_06171011830,1,1,1,1,1,1,1,20200928,20261231
COS_06171011930,0,0,0,0,0,1,1,20200928,20261231
COS_06171012000,1,1,1,1,1,0,0,20200928,20261231
COS_06171012030,1,1,1,1,1,0,0,20200928,20261231
COS_06171012130,0,0,0,0,0,1,1,20200928,20261231
COS_06171012200,1,1,1,1,1,0,0,20200914,20261231
COS_06171012230,0,0,0,0,0,1,1,20200318,20261231
COS_06180010955,1,1,1,1,1,1,0,20250310,20261231
COS_06180011055,1,1,1,1,1,0,0,20231106,20261231
COS_06180011155,1,1,1,1,1,0,0,20231106,20261231
COS_06180011255,1,1,1,1,1,0,0,20231106,20261231
COS_06180011425,1,1,1,1,1,0,0,20250310,20261231
COS_06180011525,1,1,1,1,1,1,1,20231127,20261231
COS_06180011720,1,1,1,1,1,0,0,20250310,20261231
COS_06180011740,1,1,1,1,1,0,0,20250310,20261231
COS_06180011855,0,0,0,0,0,0,1,20250310,20260501
COS_06180011905,1,1,1,1,1,0,0,20250310,20260501
COS_06180020630,1,1,1,1,1,0,0,20250310,20261231
COS_06180020715,1,1,1,1,1,0,0,20231106,20261231
COS_06180020815,1,1,1,1,1,0,0,20231106,20261231
COS_06180020845,1,1,1,1,1,0,0,20250310,20261231
COS_06180042105,1,1,1,1,1,0,0,20250310,20261231
COS_06181010600,1,1,1,1,1,0,0,20231106,20261231
COS_06181010700,1,1,1,1,1,0,0,20231106,20261231
COS_06181010715,1,1,1,1,1,0,0,20250310,20261231
COS_06181020745,1,1,1,1,1,0,0,20250310,20261231
COS_06181020845,1,1,1,1,1,0,0,20250310,20261231
COS_06181020945,1,1,1,1,1,0,0,20231106,20261231
COS_06181021115,1,1,1,1,1,0,0,20250310,20261231
COS_06181040845,0,0,0,0,0,1,0,20250310,20261231
COS_06181041315,1,1,1,1,1,0,0,20250310,20261231
COS_06181041415,1,1,1,1,1,1,1,20231127,20261231
COS_06181041600,1,1,1,1,1,0,0,20250310,20261231
COS_06181041630,1,1,1,1,1,0,0,20250310,20261231
COS_06181041745,1,1,1,1,1,0,0,20250310,20261231
COS_06181041746,0,0,0,0,0,0,1,20250310,20261231
COS_06181041945,1,1,1,1,1,0,0,20250310,20261231
COS_06181050505,1,1,1,1,1,0,0,20250310,20261231
COS_06210011300,1,1,1,1,1,0,0,20250519,20261231
COS_06210020815,1,1,1,1,1,0,0,20250519,20261231
COS_06210022130,1,1,1,1,1,0,0,20250519,20261231
COS_06210030550,1,1,1,1,1,0,0,20250519,20261231
COS_06210030650,1,1,1,1,1,0,0,20250519,20261231
COS_06210031240,1,1,1,1,1,0,0,20250519,20261231
COS_06210070715,1,1,1,1,1,0,0,20250519,20261231
COS_06210071405,1,1,1,1,1,0,0,20250519,20261231
COS_06210071515,1,1,1,1,1,0,0,20250519,20261231
COS_06210081030,1,1,1,1,1,0,0,20250519,20261231
COS_06210081900,1,1,1,1,1,0,0,20250519,20261231
COS_06210090630,1,1,1,1,1,0,0,20250519,20261231
COS_06210091730,1,1,1,1,1,0,0,20250519,20261231
COS_06210100450,1,1,1,1,1,0,0,20250519,20261231
COS_06220040900,1,1,1,1,1,0,0,20200420,20261231
COS_06220041100,1,1,1,1,1,0,0,20200420,20261231
COS_06220041300,1,1,1,1,1,0,0,20200914,20261231
COS_06220041500,1,1,1,1,1,0,0,20200928,20261231
COS_06220041700,1,1,1,1,1,0,0,20200420,20261231
COS_06220041900,1,1,1,1,1,0,0,20200928,20261231
COS_06221040800,1,1,1,1,1,0,0,20200420,20261231
COS_06221041000,1,1,1,1,1,0,0,20200420,20261231
COS_06221041200,1,1,1,1,1,0,0,20200914,20261231
COS_06221041400,1,1,1,1,1,0,0,20200928,20261231
COS_06221041600,1,1,1,1,1,0,0,20200622,20261231
COS_06221041800,1,1,1,1,1,0,0,20200928,20261231
COS_06250021800,1,1,1,1,1,0,0,20200318,20261231
COS_06250030800,1,1,1,1,1,0,0,20200318,20261231
COS_06250031000,1,1,1,1,1,0,0,20200318,20261231
COS_06250031200,1,1,1,1,1,0,0,20200318,20261231
COS_06250031400,1,1,1,1,1,0,0,20200318,20261231
COS_06250031600,1,1,1,1,1,0,0,20200318,20261231
COS_06251020650,1,1,1,1,1,0,0,20200318,20261231
COS_06251030900,1,1,1,1,1,0,0,20200318,20261231
COS_06251031100,1,1,1,1,1,0,0,20200318,20261231
COS_06251031300,1,1,1,1,1,0,0,20200318,20261231
COS_06251031500,1,1,1,1,1,0,0,20200318,20261231
COS_06251031700,1,1,1,1,1,0,0,20200318,20261231
COS_06270051635,1,1,1,1,1,0,0,20190304,20261231
COS_06270060855,1,1,1,1,1,0,0,20230906,20261231
COS_06270060955,1,1,1,1,1,0,0,20230906,20261231
COS_06270061050,1,1,1,1,1,0,0,20230906,20261231
COS_06270061145,1,1,1,1,1,0,0,20230906,20261231
COS_06270061250,1,1,1,1,1,0,0,20230906,20261231
COS_06270061355,1,1,1,1,1,0,0,20230906,20261231
COS_06270061505,1,1,1,1,1,0,0,20230906,20261231
COS_06270061740,1,1,1,1,1,0,0,20200914,20261231
COS_06270061835,1,1,1,1,1,0,0,20230906,20261231
COS_06270061930,1,1,1,1,1,0,0,20230906,20261231
COS_06270070730,1,1,1,1,1,0,0,20230906,20261231
COS_06271031430,1,1,1,1,1,0,0,20230906,20261231
COS_06271060925,1,1,1,1,1,0,0,20230906,20261231
COS_06271061025,1,1,1,1,1,0,0,20230906,20261231
COS_06271061120,1,1,1,1,1,0,0,20230906,20261231
COS_06271061325,1,1,1,1,1,0,0,20230906,20261231
COS_06271061535,1,1,1,1,1,0,0,20230906,20261231
COS_06271061715,1,1,1,1,1,0,0,20230906,20261231
COS_06271061810,1,1,1,1,1,0,0,20230906,20261231
COS_06271061905,1,1,1,1,1,0,0,20230906,20261231
COS_06271062000,1,1,1,1,1,0,0,20230906,20261231
COS_06271070810,1,1,1,1,1,0,0,20230906,20261231
COS_06271071215,1,1,1,1,1,0,0,20230906,20261231
COS_06280010635,1,1,1,1,1,0,0,20200914,20261231
COS_06280011357,1,1,1,1,1,0,0,20240402,20261231
COS_06280061503,1,1,1,1,1,0,0,20240402,20261231
COS_06280070748,1,1,1,1,1,0,0,20231002,20261231
COS_06280071922,1,1,1,1,1,0,0,20240402,20261231
COS_06280080910,1,1,1,1,1,0,0,20231002,20261231
COS_06280091202,1,1,1,1,1,0,0,20231002,20261231
COS_06280101609,1,1,1,1,1,0,0,20240402,20261231
COS_06280111742,1,1,1,1,1,0,0,20250101,20261231
COS_06280121344,1,1,1,1,1,0,0,20240402,20261231
COS_06281011937,1,1,1,1,1,0,0,20240402,20261231
COS_06281070945,1,1,1,1,1,0,0,20231002,20261231
COS_06281080640,1,1,1,1,1,0,0,20231002,20261231
COS_06281090809,1,1,1,1,1,0,0,20231002,20261231
COS_06281101402,1,1,1,1,1,0,0,20240402,20261231
COS_06281111513,1,1,1,1,1,0,0,20240402,20261231
COS_06281121648,1,1,1,1,1,0,0,20240402,20261231
COS_06281130630,1,1,1,1,1,0,0,20231002,20261231
COS_06281141245,1,1,1,1,1,0,0,20240402,20261231
COS_06290051425,1,1,1,1,1,0,0,20250101,20261231
COS_06290071458,1,1,1,1,1,0,0,20250101,20261231
COS_06290080641,1,1,1,1,1,0,0,20231002,20261231
COS_06290091042,1,1,1,1,1,0,0,20231002,20261231
COS_06290111820,1,1,1,1,1,0,0,20240402,20261231
COS_06290121647,1,1,1,1,1,0,0,20250101,20261231
COS_06290141603,1,1,1,1,1,0,0,20250101,20261231
COS_06290151440,1,1,1,1,1,0,0,20241104,20261231
COS_06290160756,1,1,1,1,1,0,0,20250201,20261231
COS_06291020714,1,1,1,1,1,0,0,20241104,20261231
COS_06291031620,1,1,1,1,1,0,0,20240402,20261231
COS_06291070838,1,1,1,1,1,0,0,20231002,20261231
COS_06291101114,1,1,1,1,1,0,0,20231002,20261231
COS_06291101515,1,1,1,1,1,0,0,20250101,20261231
COS_06291101834,1,1,1,1,1,0,0,20240402,20261231
COS_06291111652,1,1,1,1,1,0,0,20250101,20261231
COS_06291121507,1,1,1,1,1,0,0,20250101,20261231
COS_06510011358,1,1,1,1,1,0,0,20260316,20261231
COS_06510031258,1,1,1,1,1,0,0,20250101,20261231
COS_06510040748,1,1,1,1,1,0,0,20250101,20261231
COS_06510040958,1,1,1,1,1,0,0,20250101,20261231
COS_06510041158,1,1,1,1,1,0,0,20250101,20261231
COS_06510041558,1,1,1,1,1,0,0,20250101,20261231
COS_06510041658,1,1,1,1,1,0,0,20250101,20261231
COS_06510042003,1,1,1,1,1,0,0,20250101,20261231
COS_06510050848,1,1,1,1,1,0,0,20250101,20261231
COS_06510051058,1,1,1,1,1,0,0,20250101,20261231
COS_06510051503,1,1,1,1,1,0,0,20250101,20261231
COS_06510051758,1,1,1,1,1,0,0,20250101,20261231
COS_06510051903,1,1,1,1,1,0,0,20250101,20261231
COS_06510052103,1,1,1,1,1,0,0,20250101,20261231
COS_06510052158,1,1,1,1,1,0,0,20250101,20261231
COS_06510060650,0,0,0,0,0,1,0,20250101,20261231
COS_06510060700,1,1,1,1,1,0,0,20250101,20261231
COS_06510060720,1,1,1,1,1,0,0,20250101,20261231
COS_06510060820,1,1,1,1,1,0,0,20250101,20261231
COS_06510060850,0,0,0,0,0,1,1,20250101,20261231
COS_06510060910,1,1,1,1,1,0,0,20250101,20261231
COS_06510060925,1,1,1,1,1,0,0,20250101,20261231
COS_06510060950,0,0,0,0,0,1,1,20250101,20261231
COS_06510061025,1,1,1,1,1,0,0,20250101,20261231
COS_06510061125,1,1,1,1,1,0,0,20250101,20261231
COS_06510061150,0,0,0,0,0,1,1,20250101,20261231
COS_06510061220,1,1,1,1,1,0,0,20250101,20261231
COS_06510061320,1,1,1,1,1,0,0,20250101,20261231
COS_06510061335,1,1,1,1,1,0,0,20250101,20261231
COS_06510061350,0,0,0,0,0,1,1,20250101,20261231
COS_06510061425,1,1,1,1,1,0,0,20250101,20261231
COS_06510061445,1,1,1,1,1,0,0,20250101,20261231
COS_06510061450,0,0,0,0,0,1,1,20250101,20261231
COS_06510061500,1,1,1,1,1,0,0,20250101,20261231
COS_06510061530,1,1,1,1,1,0,0,20250101,20261231
COS_06510061640,1,1,1,1,1,0,0,20250101,20261231
COS_06510061650,0,0,0,0,0,1,1,20250101,20261231
COS_06510061740,1,1,1,1,1,0,0,20250101,20261231
COS_06510061750,0,0,0,0,0,1,1,20250101,20261231
COS_06510061825,1,1,1,1,1,0,0,20250101,20261231
COS_06510061840,1,1,1,1,1,0,0,20250101,20261231
